číslo,název,poř. číslo,"příjmení, jméno, tituly",věk,Navrhující strana,Politická příslušnost,hlasy abs.,hlasy %,Mandát,Pořadí
28,LAP,11,Hanzlík Miroslav,63,LAP,LAP,4,"0,73",-,-
28,LAP,12,Ciganik Jan,51,LAP,LAP,2,"0,36",-,-
28,LAP,13,Vojík Richard,55,LAP,LAP,30,"5,50",-,-
28,LAP,14,Novák Martin,40,LAP,LAP,30,"5,50",-,-
28,LAP,15,Slivoňová Jitka,38,LAP,LAP,3,"0,55",-,-
28,LAP,16,Nejedlý Tomáš,35,LAP,LAP,6,"1,10",-,-
28,LAP,17,Rybár Jiří,35,LAP,LAP,7,"1,28",-,-
28,LAP,18,Šutry Filip,31,LAP,LAP,9,"1,65",-,-
28,LAP,19,Abrahámová Jaroslava,37,LAP,LAP,4,"0,73",-,-
28,LAP,20,Pallendalová Jana,24,LAP,LAP,7,"1,28",-,-
29,SsČR,1,Pekárek Jiří  MUDr.,56,SsČR,BEZPP,479,"10,54",-,-
29,SsČR,2,Danda Bedřich,69,SsČR,SsČR,168,"3,69",-,-
29,SsČR,3,Senjuk Rostislav  JUDr. Ing.,46,SsČR,SsČR,164,"3,60",-,-
29,SsČR,4,Semerád Zbyněk  MVDr.,48,SsČR,BEZPP,173,"3,80",-,-
29,SsČR,5,Ságner Milan,50,SsČR,SsČR,71,"1,56",-,-
29,SsČR,6,Krupička František  Ing.,36,SsČR,BEZPP,102,"2,24",-,-
29,SsČR,7,Snítilová Ivana,50,SsČR,SsČR,58,"1,27",-,-
29,SsČR,8,Křítek Karel,56,SsČR,SsČR,130,"2,86",-,-
29,SsČR,9,Valterová Kristina,29,SsČR,BEZPP,112,"2,46",-,-
29,SsČR,10,Suldovský Bedřich,73,SsČR,SsČR,34,"0,74",-,-
29,SsČR,11,Bajer Petr,42,SsČR,SsČR,53,"1,16",-,-
29,SsČR,12,Kranichová Ivana  Ing.,50,SsČR,BEZPP,54,"1,18",-,-
29,SsČR,13,Stejskal Jiří,49,SsČR,BEZPP,19,"0,41",-,-
29,SsČR,14,Dolejšková Kateřina,22,SsČR,BEZPP,87,"1,91",-,-
29,SsČR,15,Baránek Jan,29,SsČR,BEZPP,54,"1,18",-,-
29,SsČR,16,Prokop Ladislav  Ing.,56,SsČR,BEZPP,50,"1,10",-,-
29,SsČR,17,Hovorka Radovan,44,SsČR,SsČR,52,"1,14",-,-
29,SsČR,18,Svatoš Pavel,55,SsČR,BEZPP,22,"0,48",-,-
29,SsČR,19,Zelinger Petr,38,SsČR,BEZPP,49,"1,07",-,-
29,SsČR,20,Buřič Jaroslav,53,SsČR,BEZPP,49,"1,07",-,-
29,SsČR,21,Kotora Miroslav,52,SsČR,BEZPP,6,"0,13",-,-
29,SsČR,22,Kučera Robert,39,SsČR,BEZPP,20,"0,44",-,-
29,SsČR,23,Hloušek Martin,27,SsČR,BEZPP,28,"0,61",-,-
29,SsČR,24,Antošík Radek,23,SsČR,BEZPP,12,"0,26",-,-
29,SsČR,25,Gruber Petr,55,SsČR,BEZPP,5,"0,11",-,-
29,SsČR,26,Danda Tomáš,56,SsČR,BEZPP,18,"0,39",-,-
30,"""Z""",1,Winkelmannová Neela  Mgr. Ph.D.,39,"""Z""",BEZPP,626,"16,84",-,-
30,"""Z""",2,Smrž Milan,61,"""Z""","""Z""",219,"5,89",-,-
30,"""Z""",3,Mejstřík Martin  Mgr.,47,"""Z""",BEZPP,1 013,"27,25",-,-
30,"""Z""",4,Mach Alois,67,"""Z""","""Z""",88,"2,36",-,-
30,"""Z""",5,Elexa Marek,36,"""Z""","""Z""",70,"1,88",-,-
30,"""Z""",6,Koščo Mojmír,37,"""Z""","""Z""",184,"4,95",-,-
31,DS,1,Vandas Tomáš,40,DS,DS,3 591,"14,15",-,-
31,DS,2,Štěpánek Jiří,37,DS,DS,775,"3,05",-,-
31,DS,3,Zbela Martin,31,DS,DS,528,"2,08",-,-
31,DS,4,Soukup Milan  Bc.,43,DS,BEZPP,175,"0,68",-,-
31,DS,5,Kotáb Petr,33,DS,DS,302,"1,19",-,-
31,DS,6,Švehlík Jiří,28,DS,DS,386,"1,52",-,-
31,DS,7,Horňák Stanislav  Ing.,44,DS,BEZPP,201,"0,79",-,-
31,DS,8,Pecinová Martina,40,DS,DS,223,"0,87",-,-
31,DS,9,Vondrák Patrik,24,DS,DS,293,"1,15",-,-
31,DS,10,Nestler Jindřich,33,DS,DS,91,"0,35",-,-
31,DS,11,Beránek Jiří  RNDr.,50,DS,DS,350,"1,37",-,-
31,DS,12,Chodora Josef,43,DS,BEZPP,115,"0,45",-,-
31,DS,13,Skoumalová Simona,23,DS,DS,374,"1,47",-,-
31,DS,14,Mrúz Jaroslav  Ing.,48,DS,BEZPP,140,"0,55",-,-
31,DS,15,Musil Mirko,25,DS,DS,286,"1,12",-,-
31,DS,16,Froněk Jiří,24,DS,DS,149,"0,58",-,-
31,DS,17,Hroch Milan  Bc.,27,DS,DS,144,"0,56",-,-
31,DS,18,Fryč Petr,31,DS,DS,72,"0,28",-,-
31,DS,19,Grund Antonín,52,DS,BEZPP,55,"0,21",-,-
31,DS,20,Křivánek Josef,36,DS,DS,205,"0,80",-,-
31,DS,21,Höger Tomáš,29,DS,DS,120,"0,47",-,-
31,DS,22,Budz Ladislav,33,DS,DS,61,"0,24",-,-
31,DS,23,Kabat Věnceslav  Ing.,52,DS,DS,78,"0,30",-,-
31,DS,24,Jirásek Vladimír,48,DS,DS,65,"0,25",-,-
31,DS,25,Pikola Rudolf,37,DS,DS,43,"0,16",-,-
31,DS,26,Cimrmanová Daniela,42,DS,DS,95,"0,37",-,-
31,DS,27,Müller Jan  Ing.,67,DS,DS,45,"0,17",-,-
32,NEZ,1,Škrabánek Roman  Ing.,42,NEZ,BEZPP,1 024,"7,98",-,-
32,NEZ,2,Hamplová Jana  Mgr.,44,NEZ,NEZ,689,"5,37",-,-
32,NEZ,3,Kaňa Radomír  Ing. Ph.D.,40,NEZ,BEZPP,437,"3,40",-,-
32,NEZ,4,Novák Mojmír  Ing.,48,NEZ,BEZPP,89,"0,69",-,-
32,NEZ,5,Hasáková Alena  PhDr.,54,NEZ,NEZ,250,"1,94",-,-
32,NEZ,6,Poukar Karel  Ing.,59,NEZ,NEZ,27,"0,21",-,-
32,NEZ,7,Pajunčeková Marta  Ing.,65,NEZ,BEZPP,106,"0,82",-,-
32,NEZ,8,Smrček Martin  Ing.,41,NEZ,NEZ,106,"0,82",-,-
32,NEZ,9,Basta Jiří,44,NEZ,BEZPP,102,"0,79",-,-
32,NEZ,10,Štiková Marcela  PhDr.,53,NEZ,NEZ,156,"1,21",-,-
32,NEZ,11,Zwyrtek Filip  Bc.,23,NEZ,NEZ,171,"1,33",-,-
32,NEZ,12,Zuzánek Stanislav  Ing.,55,NEZ,NEZ,28,"0,21",-,-
32,NEZ,13,Hladký Jan  Mgr.,60,NEZ,BEZPP,26,"0,20",-,-
32,NEZ,14,Sedláček Marek,32,NEZ,NEZ,102,"0,79",-,-
32,NEZ,15,Krtek Tomáš  Ing.,40,NEZ,NEZ,142,"1,10",-,-
32,NEZ,16,Homolková Monika  Bc.,24,NEZ,BEZPP,182,"1,41",-,-
32,NEZ,17,Strnad Daniel,35,NEZ,NEZ,48,"0,37",-,-
32,NEZ,18,Sobotková Milena,36,NEZ,BEZPP,137,"1,06",-,-
32,NEZ,19,Sedláčková Hana,60,NEZ,BEZPP,45,"0,35",-,-
32,NEZ,20,Lokvenc Slavomír,39,NEZ,NEZ,34,"0,26",-,-
32,NEZ,21,Příhoda Karel,42,NEZ,NEZ,14,"0,10",-,-
32,NEZ,22,Špunda Martin,32,NEZ,BEZPP,55,"0,42",-,-
32,NEZ,23,Vohnout Emanuel,48,NEZ,BEZPP,49,"0,38",-,-
33,ČSSD,1,Havel Jiří  Doc. Ing. CSc.,51,ČSSD,ČSSD,59 818,"11,32",*,1
33,ČSSD,2,Falbr Richard  JUDr.,68,ČSSD,ČSSD,44 703,"8,46",*,2
33,ČSSD,3,Rouček Libor  Dr.,54,ČSSD,ČSSD,19 771,"3,74",*,3
33,ČSSD,4,Poc Pavel  RNDr.,45,ČSSD,ČSSD,4 814,"0,91",*,4
33,ČSSD,5,Brzobohatá Zuzana  Ing.,46,ČSSD,ČSSD,7 736,"1,46",*,5
33,ČSSD,6,Dušek Robert,42,ČSSD,ČSSD,4 042,"0,76",*,6
33,ČSSD,7,Sehnalová Olga  MUDr. MBA,40,ČSSD,ČSSD,9 386,"1,77",*,7
33,ČSSD,8,Mynář Vojtěch,65,ČSSD,ČSSD,9 361,"1,77",-,1
33,ČSSD,9,Osvald Petr  Ing.,42,ČSSD,ČSSD,4 272,"0,80",-,2
33,ČSSD,10,Vomáčka Jaroslav  Doc. MUDr. Ph.D.,53,ČSSD,ČSSD,8 648,"1,63",-,3
33,ČSSD,11,Čurdová Anna  Mgr.,47,ČSSD,ČSSD,4 318,"0,81",-,4
33,ČSSD,12,Novotný Tomáš  JUDr. Ing. Ph.D.,40,ČSSD,ČSSD,1 335,"0,25",-,5
33,ČSSD,13,Suchánek Miloslav  Prof. Ing. CSc.,66,ČSSD,ČSSD,1 172,"0,22",-,6
33,ČSSD,14,"Potůček Martin  Prof. PhDr. CSc., MSc.",60,ČSSD,BEZPP,3 230,"0,61",-,7
33,ČSSD,15,Přikryl Ivan  JUDr.,60,ČSSD,ČSSD,716,"0,13",-,8
33,ČSSD,16,Balabán Miloš  PhDr. Ph.D.,46,ČSSD,ČSSD,1 239,"0,23",-,9
33,ČSSD,17,Štogl Karel  Mgr.,36,ČSSD,ČSSD,1 267,"0,23",-,10
33,ČSSD,19,Váňa Roman  Ing.,42,ČSSD,ČSSD,3 051,"0,57",-,11
33,ČSSD,20,Pospíšil Aleš  Mgr.,41,ČSSD,ČSSD,212,"0,04",-,12
33,ČSSD,21,Svobodová Lucie  Mgr. Ing.,27,ČSSD,ČSSD,2 374,"0,44",-,13
33,ČSSD,22,Tomková Ivana,57,ČSSD,ČSSD,400,"0,07",-,14
33,ČSSD,23,Zlínský Jan  JUDr.,60,ČSSD,ČSSD,1 303,"0,24",-,15
33,ČSSD,24,Křupala Radim  Ing.,28,ČSSD,ČSSD,1 366,"0,25",-,16
33,ČSSD,25,Knézel Štěpán  Mgr.,59,ČSSD,ČSSD,445,"0,08",-,17
33,ČSSD,26,Mls Václav  Mgr. MA,35,ČSSD,ČSSD,736,"0,13",-,18
33,ČSSD,27,Landovský Jakub  PhDr. Mgr.,32,ČSSD,ČSSD,468,"0,08",-,19
33,ČSSD,28,Průdková Kateřina  Mgr.,25,ČSSD,BEZPP,887,"0,16",-,20
33,ČSSD,29,Kaucký Lukáš  Mgr.,27,ČSSD,ČSSD,1 010,"0,19",-,21
